FACID,FACNAME,FAC_TYPE_CODE,FAC_FDR,LTC,CAPACITY,ADDRESS,CITY,ZIP,FACADMIN,CONTACT_EMAIL,CONTACT_FAX,CONTACT_PHONE_NUMBER,COUNTY_CODE,COUNTY_NAME,DISTRICT_NUMBER,DISTRICT_NAME,ISFACMAIN,LICENSE_NUMBER,BUSINESS_NAME,INITIAL_LICENSE_DATE,LICENSE_EFFECTIVE_DATE,LICENSE_EXPIRATION_DATE,ENTITY_TYPE_DESCRIPTION,LATITUDE,LONGITUDE,LOCATION,OSHPD_NUMBER,StreetNumber,StreetName,CCHLO_Code,CCLHO_Name,FIPS_Couunty_Code
630015928,"ASSURED HOME HEALTH CARE, INC.",HHA,"HOME HEALTH AGENCY		",Non-LTC,0,230 N. MARYLAND AVENUE,GLENDALE,91206,"HARUTYUNYAN, GAYANE",ASSUREHOMEHEALTHCARE@GMAIL.COM,(818)539-7584,(818) 796-3939,200,LOS ANGELES,98,LOS ANGELES COUNTY WEST,Y,550003355,"ASSURED HOME HEALTH CARE, INC.",7-Jan-16,5-Apr-16,,PROFIT CORP,34.14934,-118.253738,"(34.14934, -118.253738)",,230,N. MARYLAND AVENUE,19,LOS ANGELES,37
630015930,"SERENITY POINT HOSPICE CARE, INC.",HOSPICE,"HOSPICE	",Non-LTC,0,1420 E. LOS ANGELES AVENUE,SIMI VALLEY,93065,"DY, AMALIA ABUBO",SERENITYPOINTHOSPICE@YAHOO.COM,(661) 840-8721,(661) 243-1333,660,VENTURA,5,VENTURA,Y,550003220,"SERENITY POINT HOSPICE CARE, INC.",17-Jul-15,17-Jul-15,,PROFIT CORP,34.271636,-118.771406,"(34.271636, -118.771406)",,1420,E. LOS ANGELES AVENUE,56,VENTURA,111
630015933,"SD HEALTH PARTNERS, INC.",HHA,"HOME HEALTH AGENCY		",Non-LTC,0,4545 MURPHY CANYON ROAD,SAN DIEGO,92123,"RODRIGUEZ, MIGUEL",SDHEALTHPARTNERS@GMAIL.COM,(858) 999-3078,(858) 999-3068,470,SAN DIEGO,8,SAN DIEGO NORTH,Y,550003446,"SD HEALTH PARTNERS, INC.",17-Mar-16,17-Mar-16,,PROFIT CORP,32.825424,-117.119242,"(32.825424, -117.119242)",,4545,MURPHY CANYON ROAD,37,SAN DIEGO,73
630015934,FAIRHAVEN HOME HEALTHCARE LLC,HHA,"HOME HEALTH AGENCY		",Non-LTC,0,2230 W. CHAPMAN AVENUE,ORANGE,92868,"KARIUKI, PAUL M",KQRIUKI75@GMAIL.COM,,(316) 841-8727,400,ORANGE,6,ORANGE COUNTY,Y,550003270,FAIRHAVEN HOME HEALTHCARE LLC,27-Oct-15,27-Apr-16,,LIMITED LIABILITY COMPANY,33.787876,-117.876618,"(33.787876, -117.876618)",,2230,W. CHAPMAN AVENUE,30,ORANGE,59
630015935,CENTER FOR DISCOVERY - SACRAMENTO,CLHF,CONGREGATED LIVING HEALTH FACILITY,LTC,6,5422 CAVITT STALLMAN ROAD,GRANITE BAY,95746,"CUPLER, RACHEL",,(714) 828-1868,(714) 828-1800,410,PLACER,3,SACRAMENTO,Y,550003433,"DISCOVERY PRACTICE MANAGEMENT, INC.",3-Mar-16,3-Mar-16,,PROFIT CORP,38.763102,-121.202929,"(38.763102, -121.202929)",,5422,CAVITT STALLMAN ROAD,31,PLACER,61
630015937,BARTON EAR NOSE & THROAT,COMTYC,"COMMUNITY CLINIC 	",Non-LTC,0,2169 SOUTH AVENUE,SOUTH LAKE TAHOE,96150,,JWILLIAMS@BARTONHEALTH.ORG,(530) 544-3875,(530) 543-5815,80,EL DORADO,3,SACRAMENTO,N,30000676,BARTON HEALTHCARE SYSTEM,1-Jan-99,6-Apr-16,,NONPROFIT CORP,38.912368,-119.997548,"(38.912368, -119.997548)",,2169,SOUTH AVENUE,9,EL DORADO,17
630015938,BARTON WOMEN'S HEALTH,COMTYC,"COMMUNITY CLINIC 	",Non-LTC,0,2175 SOUTH AVENUE,SOUTH SAN FRANCISCO,96150,,JWILLIAMS@BARTONHEALTH.ORG,(530) 544-2503,(530) 543-5711,80,EL DORADO,3,SACRAMENTO,N,30000676,BARTON HEALTHCARE SYSTEM,1-Jan-99,6-Apr-16,,NONPROFIT CORP,38.912368,-119.997281,"(38.912368, -119.997281)",,2175,SOUTH AVENUE,9,EL DORADO,17
630015939,BARTON GENERAL SURGERY OFFICE,COMTYC,"COMMUNITY CLINIC 	",Non-LTC,0,2158 JEAN STREET,SOUTH LAKE TAHOE,96150,,JWILLIAMS@BARTONHEALTH.ORG,(530) 543-2872,(530) 543-5691,80,EL DORADO,3,SACRAMENTO,N,30000676,BARTON HEALTHCARE SYSTEM,1-Jan-99,6-Apr-16,,NONPROFIT CORP,38.915065,-119.998081,"(38.915065, -119.998081)",,2158,JEAN STREET,9,EL DORADO,17
630015946,SMART CHOICE HOSPICE CARE,HOSPICE,"HOSPICE	",Non-LTC,0,820 N. MOUNTAIN AVE.,UPLAND,91786,"SSALI, SAMANYA A",SMARTCHC@YAHOO.COM,(909) 912-8727,(909) 539-0171,460,SAN BERNARDINO,24,SAN BERNARDINO,Y,550003253,"DOCTORS CHOICE HOME HEALTH, INC.",27-Aug-15,27-Aug-15,,PROFIT CORP,34.104292,-117.670086,"(34.104292, -117.670086)",,820,N. MOUNTAIN AVE.,36,SAN BERNARDINO,71
630015947,UPLAND COLONIES DIALYSIS,ESRD/CDC,"CHRONIC DIALYSIS CLINIC	",Non-LTC,25,587 N. MOUNTAIN AVENUE,UPLAND,91786,"VILLASENOR, JUAN",,(866) 890-5560,(909) 931-4515,460,SAN BERNARDINO,24,SAN BERNARDINO,Y,550003254,"DAWSON DIALYSIS, LLC",1-Sep-15,1-Sep-15,,LIMITED LIABILITY COMPANY,34.101284,-117.670293,"(34.101284, -117.670293)",,587,N. MOUNTAIN AVENUE,36,SAN BERNARDINO,71
630015948,LEGACY HOSPICE AND PALLIATIVE CARE,HOSPICE,"HOSPICE	",Non-LTC,0,"13781 ROSWELL AVENUE, SUITE C",CHINO,91710,,,,(909) 342-7005,460,SAN BERNARDINO,24,SAN BERNARDINO,Y,550003172,"LEGACY HEALTH SERVICES, INC.",14-Jul-15,14-Jul-15,,PROFIT CORP,34.002413,-117.721795,"(34.002413, -117.721795)",,13781,"ROSWELL AVENUE, SUITE C",36,SAN BERNARDINO,71
630015949,BAKER STREET VILLAGE COMMUNITY HEALTH CENTER,COMTYC,"COMMUNITY CLINIC 	",Non-LTC,0,1015 BAKER STREET,BAKERSFIELD,93305,"SCHILLING, STEPHEN W",SCHILLING@CLINICASIERRAVISTA.ORG,(661) 869-1503,(661) 328-4283,140,KERN,12,BAKERSFIELD,Y,550003279,CLINICA SIERRA VISTA,9-Nov-15,9-Nov-15,,NONPROFIT CORP,35.379287,-118.991989,"(35.379287, -118.991989)",,1015,BAKER STREET,15,KERN,29
630015950,TEMPLETON WOMEN'S HEALTH CENTER,COMTYC,"COMMUNITY CLINIC 	",Non-LTC,0,350 POSADA LANE,TEMPLETON,93465,"JACOBSON, JULIE",NEEL.ANATANI@DIGNITYHEALTH.ORG,(805) 434-0917,(805) 434-5497,500,SAN LUIS OBISPO,5,VENTURA,Y,550003092,PACIFIC CENTRAL COAST HEALTH CENTERS,10-Jun-15,10-Dec-15,,NONPROFIT CORP,35.552404,-120.721461,"(35.552404, -120.721461)",306404091,350,POSADA LANE,40,SAN LUIS OBISPO,79
630015951,"RNPLUS HOME HEALTH, INC.",HHA,"HOME HEALTH AGENCY		",Non-LTC,0,10881 BEACH BLVD.,STANTON,90680,"SAMBRANO, DANETTE",,(714) 466-9975,(714) 595-1723,400,ORANGE,6,ORANGE COUNTY,Y,550003504,"RNPLUS HOME HEALTH, INC.",27-Apr-16,27-Apr-16,,PROFIT CORP,33.804287,-117.99327,"(33.804287, -117.99327)",,10881,BEACH BLVD.,30,ORANGE,59
630015953,MAJESTIC HOME HEALTH,HHA,"HOME HEALTH AGENCY		",Non-LTC,0,16360 MONTEREY STREET,MORGAN HILL,95037,"WARRIACH, ALI N",ALI@MAJESTICHHA.COM,(408) 779-0300,(408) 779-0100,530,SANTA CLARA,7,SAN JOSE,Y,550003214,"MAJESTIC HOSPICE & HOME HEALTH, LLC",2-Sep-15,2-Mar-16,,LIMITED LIABILITY COMPANY,37.117832,-121.645641,"(37.117832, -121.645641)",,16360,MONTEREY STREET,43,SANTA CLARA,85
630015956,FRESNO NORTH HOME TRAINING,ESRD,"CHRONIC DIALYSIS CLINIC	",Non-LTC,0,6655 N. MILBURN AVE.,FRESNO,93722,"RIOS , FERDINAND",CYNTHIA.HUTCHINSON@DAVITA.COM,,(615) 341-5895,90,FRESNO,4,FRESNO,Y,,,,,,,36.834358,-119.878999,"(36.834358, -119.878999)",,6655,N. MILBURN AVE.,10,FRESNO,19
630015957,PLANNED PARENTHOOD,COMTYC,"COMMUNITY CLINIC 	",Non-LTC,0,8480 ENTERPRISE WAY,OAKLAND,94621,"MCNICHOL, DONNA",SHERI_SHEARIN@PPMARMONTE.ORG,(510) 746-4740,(510) 746-4700,0,ALAMEDA,2,EAST BAY,Y,550003074,"PLANNED PARENTHOOD MAR MONTE, INC.",17-May-15,17-May-16,,NONPROFIT CORP,37.742098,-122.192578,"(37.742098, -122.192578)",,8480,ENTERPRISE WAY,1,ALAMEDA,1
630015958,SOS-EL SOL WELLNESS CENTER,COMTYC,"COMMUNITY CLINIC 	",Non-LTC,0,1014 NORTH BROADWAY STREET,SANTA ANA,92701,"HUANG, ERIC CHUANG-HAN",KMCGLINN@SHAREOURSELVES.ORG,(949) 270-2160,(949) 270-2160,400,ORANGE,6,ORANGE COUNTY,Y,550003228,SHARE OUR SELVES CORPORATION,14-Sep-15,14-Mar-16,,NONPROFIT CORP,33.753846,-117.869719,"(33.753846, -117.869719)",,1014,NORTH BROADWAY STREET,30,ORANGE,59
630015964,"BUENA VISTA SURGERY CENTER MEDICAL GROUP, INC.",ASC,"SURGICAL CLINIC 	",Non-LTC,0,2301 W. ALAMEDA,BURBANK,91506,,,(818)848-3574,(818)848-0590,200,LOS ANGELES,93,LOS ANGELES COUNTY EAST,Y,,,,,,,34.168688,-118.326001,"(34.168688, -118.326001)",,2301,W. ALAMEDA,19,LOS ANGELES,37
630015966,BSC HOME HEALTH SERVICES LLC,HHA,"HOME HEALTH AGENCY		",Non-LTC,0,3700 DELTA FAIR BOULEVARD,ANTIOCH,94547,"ANDERSON, ROBERT",,,(925) 522-8585,60,CONTRA COSTA,2,EAST BAY,Y,550003473,"BSC HOME HEALTH SERVICES, LLC",4-Apr-16,4-Apr-16,,LIMITED LIABILITY COMPANY,38.003933,-121.844715,"(38.003933, -121.844715)",,3700,DELTA FAIR BOULEVARD,7,CONTRA COSTA,13
630015967,BIENESTAR-KING CITY,FQHC,"COMMUNITY CLINIC 	",Non-LTC,0,200 BROADWAY STREET,KING CITY,93930,,,,(831) 769-8800,370,MONTEREY,7,SAN JOSE,Y,,,,,,,36.213346,-121.125646,"(36.213346, -121.125646)",,200,BROADWAY STREET,27,MONTEREY,53
630015970,"GLOBAL HOSPICE AND PALLIATIVE CARE, INC",HOSPICE,"HOSPICE	",Non-LTC,0,"400 12TH STREET, SUITE 18",MODESTO,95354,"FLORES, GRACE",GLOBALHOSPICEINC@YAHOO.COM,(209) 572-2754,(209) 572-2726,600,STANISLAUS,4,FRESNO,Y,550003462,"GLOBAL HOSPICE AND PALLIATIVE CARE, INC",21-Mar-16,21-Mar-16,,PROFIT CORP,37.636867,-120.992308,"(37.636867, -120.992308)",,400,"12TH STREET, SUITE 18",50,STANISLAUS,99
630015973,INDIAN HEALTH CENTER OF SANTA CLARA VALLEY,COMTYC,"COMMUNITY CLINIC 	",Non-LTC,0,2039 FOREST AVENUE,SAN JOSE,95128,"WILSON, VIRGINIA (QUINA) VILLASENOR",,(408) 238-7720,(408) 947-2929,530,SANTA CLARA,7,SAN JOSE,Y,550003155,INDIAN HEALTH CENTER OF SANTA CLARA VALLEY,2-Jul-15,2-Jul-15,,NONPROFIT CORP,37.327128,-121.934185,"(37.327128, -121.934185)",,2039,FOREST AVENUE,43,SANTA CLARA,85
630015974,UNITED HEALTH CENTERS OF THE SAN JOAQUIN VALLEY,COMTYC,"COMMUNITY CLINIC 	",Non-LTC,0,6425 W. BOWLES,RAISIN CITY,93652,"PREAS, JUSTIN",,(559) 233-0112,(559) 233-0111,90,FRESNO,4,FRESNO,Y,550003195,UNITED HEALTH CENTERS OF THE SAN JOAQUIN VALLEY,26-Aug-15,26-Aug-15,,NONPROFIT CORP,36.600997,-119.906779,"(36.600997, -119.906779)",,6425,W. BOWLES,10,FRESNO,19
630015976,SATELLITE HEALTHCARE CERES,ESRD/CDC,"CHRONIC DIALYSIS CLINIC	",Non-LTC,25,1372 MITCHELL ROAD,MODESTO,95351,"KLIATCHKO, MONETTE",LICENSING@SATELLITEHEALTH.COM,(650)625-6007,,600,STANISLAUS,4,FRESNO,Y,550003322,"SATELLITE HEALTHCARE, INC.",23-Dec-15,23-Jun-16,,NONPROFIT CORP,37.61122,-120.938634,"(37.61122, -120.938634)",,1372,MITCHELL ROAD,50,STANISLAUS,99
630015986,PLANNED PARENTHOOD LOS ANGELES WEST HOLLYWOOD CENTER,COMTYC,"COMMUNITY CLINIC 	",Non-LTC,0,825 NORTH SAN VINCENT BOULEVARD,WEST HOLLYWOOD,90069,"SVINGEN, LYNETTE SUE",SUE.DUNLAP@PP-LA.ORG,(213) 284-3352,(213) 284-3352,200,LOS ANGELES,96,LOS ANGELES COUNTY EAST,Y,550003215,PLANNED PARENTHOOD LOS ANGELES,28-Aug-15,28-Aug-15,,NONPROFIT CORP,34.085402,-118.387112,"(34.085402, -118.387112)",,825,NORTH SAN VINCENT BOULEVARD,19,LOS ANGELES,37
630015987,IBARRA FAMILY HEALTH CENTER,COMTYC,"COMMUNITY CLINIC 	",Non-LTC,0,4874 POLK AVENUE,SAN DIEGO,92105,"ALDRETE, ALBERTO",LICENSING@FHCSD.ORG,(619) 237-1856,(619) 515-2426,470,SAN DIEGO,9,SAN DIEGO SOUTH,Y,550003108,"FAMILY HEALTH CENTERS OF SAN DIEGO, INC.",15-Jun-15,15-Jun-16,,NONPROFIT CORP,32.751361,-117.089458,"(32.751361, -117.089458)",306374535,4874,POLK AVENUE,37,SAN DIEGO,73
630015989,WELLSPACE HEALTH RICHARD IKEDA HIRAM JOHNSON COMMUNITY HEALTH CENTER,COMTYC,"COMMUNITY CLINIC 	",Non-LTC,0,3535 65TH STREET,SACRAMENTO,95820,,INFO@WELLSPACEHEALTH.ORG,(916) 737-5555,(916) 550-5481,440,SACRAMENTO,3,SACRAMENTO,N,550001135,WELLSPACE HEALTH,2-Sep-09,22-Dec-15,,NONPROFIT CORP,38.542773,-121.427779,"(38.542773, -121.427779)",,3535,65TH STREET,34,SACRAMENTO,67
630015991,"AMLIFE HOME HEALTH SERVICES, LLC",HHA,"HOME HEALTH AGENCY		",Non-LTC,0,16275 MONTEREY STREET,MORGAN HILL,95037,"BULILAN, AMON",,,(408) 607-5067,530,SANTA CLARA,7,SAN JOSE,Y,550003452,"AMLIFE HOME HEALTH SERVICES, LLC",30-Mar-16,30-Mar-16,,LIMITED LIABILITY COMPANY,37.116514,-121.645047,"(37.116514, -121.645047)",,16275,MONTEREY STREET,43,SANTA CLARA,85
630015993,BLESSED CARE HOSPICE INC.,HOSPICE,"HOSPICE	",Non-LTC,0,4708 BROOKS STREET,MONTCLAIR,91763,"MARAMBA, LETICIA",BCHOSPICEINC@GMAIL.COM,(909) 906-7135,(909) 667-2755,460,SAN BERNARDINO,24,SAN BERNARDINO,Y,550003311,BLESSED CARE HOSPICE INC.,30-Nov-15,30-Nov-15,,PROFIT CORP,34.061677,-117.702218,"(34.061677, -117.702218)",,4708,BROOKS STREET,36,SAN BERNARDINO,71
630015994,GUARDIAN ANGEL HOME CARE INC.,HHA,"HOME HEALTH AGENCY		",Non-LTC,0,5001 E. COMMERCE DRIVE,BAKERSFIELD,93309,"FREILINO, SUSAN",ADMIN@GAHC94.COM,(661) 395-3036,(661) 395-3035,140,KERN,12,BAKERSFIELD,Y,550003306,GUARDIAN ANGEL HOME CARE INC.,7-Dec-15,7-Dec-15,,PROFIT CORP,35.367928,-119.057845,"(35.367928, -119.057845)",,5001,E. COMMERCE DRIVE,15,KERN,29
630016001,FAMILYHEALTH ON COMMERCIAL,COMTYC,"COMMUNITY CLINIC 	",Non-LTC,0,2325 COMMERCIAL STREET,SAN DIEGO,92113,"ADAMIAN, JANET",LICENSING@FHCSD.ORG,(619) 795-9655,(619) 515-2422,470,SAN DIEGO,9,SAN DIEGO SOUTH,Y,550003113,"FAMILY HEALTH CENTERS OF SAN DIEGO, INC.",19-Jun-15,19-Jun-16,,NONPROFIT CORP,32.70518,-117.142282,"(32.70518, -117.142282)",306374539,2325,COMMERCIAL STREET,37,SAN DIEGO,73
630016002,HILLCREST FAMILY HEALTH CENTER,COMTYC,"COMMUNITY CLINIC 	",Non-LTC,0,4094 4TH AVENUE,SAN DIEGO,92103,"TRIOMPO, MICHAEL",LICENSING@FHCSD.ORG,(619) 501-9645,(619) 515-2545,470,SAN DIEGO,9,SAN DIEGO SOUTH,Y,550003099,"FAMILY HEALTH CENTERS OF SAN DIEGO, INC.",10-Jun-15,10-Jun-16,,NONPROFIT CORP,32.75111,-117.161658,"(32.75111, -117.161658)",306374534,4094,4TH AVENUE,37,SAN DIEGO,73
630016005,MEDICAL CLINIC AT ELLA,COMTYC,"COMMUNITY CLINIC 	",Non-LTC,0,1304 ELLA STREET,SAN LUIS OBISPO,93401,"PENNY, LINDA  A",DEBBY.GOODMAN003@DIGNITYHEALTH.ORG,(805) 549-0444,(805) 549-9555,500,SAN LUIS OBISPO,5,VENTURA,Y,550003294,PACIFIC CENTRAL COAST HEALTH CENTERS,29-Nov-15,29-Nov-15,,NONPROFIT CORP,35.276823,-120.649933,"(35.276823, -120.649933)",,1304,ELLA STREET,40,SAN LUIS OBISPO,79
630016006,ST. HELENA KONOCTI WELLNESS CENTER,RHC/OP,"COMMUNITY CLINIC 	",Non-LTC,0,9430 - C LAKE STREET,LOWER LAKE,95457,,,,,160,LAKE,11,SANTA ROSA/REDWOOD COAST,N,110000174,"ADVENTIST HEALTH CLEARLAKE HOSPITAL, INC.",18-Apr-68,30-Mar-16,,NONPROFIT CORP,38.914957,-122.608789,"(38.914957, -122.608789)",,9430,- C LAKE STREET,17,LAKE,33
630016015,"WEST VALLEY CONGREGATE HEALTH LIVING, INC.",CLHF,CONGREGATED LIVING HEALTH FACILITY,LTC,6,8035 OAKDALE AVE,WINNETKA,91306,"KYURUMYAN, NARINE",WESTVALLEYHEALTH@YAHOO.COM,(818)349-1678,(818)349-1688,200,LOS ANGELES,98,LOS ANGELES COUNTY WEST,Y,550003507,"WEST VALLEY CONGREGATE HEALTH LIVING, INC.",13-May-16,13-May-16,,PROFIT CORP,34.216595,-118.566684,"(34.216595, -118.566684)",,8035,OAKDALE AVE,19,LOS ANGELES,37
630016021,WELLSPACE HEALTH SOUTH AREA PEDIATRICS,COMTYC,"COMMUNITY CLINIC 	",Non-LTC,0,3811 FLORIN ROAD,SACRAMENTO,95823,,INFO@WELLSPACEHEALTH.ORG,(916) 444-5620,(916) 737-5555,440,SACRAMENTO,3,SACRAMENTO,N,550001135,WELLSPACE HEALTH,2-Sep-09,22-Dec-15,,NONPROFIT CORP,38.496141,-121.461995,"(38.496141, -121.461995)",,3811,FLORIN ROAD,34,SACRAMENTO,67
630016022,BLOSSOM CARE HOSPICE INC,HOSPICE,"HOSPICE	",Non-LTC,0,11030 ARROW ROUTE,RANCHO CUCAMONGA,91730,"DOMINGO, AUREA OLGA",,(909) 466-7444,(909) 466-7555,460,SAN BERNARDINO,24,SAN BERNARDINO,Y,550003435,"BLOSSOM CARE HOSPICE, INC.",26-Jan-16,26-Jan-16,,PROFIT CORP,34.099136,-117.564355,"(34.099136, -117.564355)",,11030,ARROW ROUTE,36,SAN BERNARDINO,71
630016026,MEDICAL CLINIC AT PEACH,COMTYC,"COMMUNITY CLINIC 	",Non-LTC,0,1250 PEACH STREET,SAN LUIS OBISPO,93401,"PENNY, LINDA",DEBBY.GOODMAN003@DIGNITYHEALTH.ORG,(805) 783-0537,(805) 543-4043,500,SAN LUIS OBISPO,5,VENTURA,Y,550003152,PACIFIC CENTRAL COAST HEALTH CENTERS,22-Jul-15,22-Jan-16,,NONPROFIT CORP,35.2865069,-120.6601553,"(35.2865069, -120.6601553)",,1250,PEACH STREET,40,SAN LUIS OBISPO,79
630016027,GOLDEN GATE DIALYSIS,CDC,"CHRONIC DIALYSIS CLINIC	",Non-LTC,24,2700 GEARY BLVD,SAN FRANCISCO,94118,"VILLARINA, RESTY A",,(415) 673-1206,(415) 345-1869,480,SAN FRANCISCO,22,SAN FRANCISCO,Y,550003334,"TOTAL RENAL CARE, INC.",7-Jan-16,7-Jan-16,,PROFIT CORP,37.7826085,-122.448294,"(37.7826085, -122.448294)",,2700,GEARY BLVD,38,SAN FRANCISCO,75
630016028,RADIANT CARE HOSPICE LLC,HOSPICE,"HOSPICE	",Non-LTC,0,1740 MARCO POLO WAY,BURLINGAME,94010,"WARRIACH, ALI N",ALI@RADIANTCAREHHA.COM,(800) 610-4156,(800) 610-4153,510,SAN MATEO,22,SAN FRANCISCO,Y,550003301,"RADIANT CARE HOSPICE, LLC",4-Dec-15,4-Dec-15,,LIMITED LIABILITY COMPANY,37.5905967,-122.3851533,"(37.5905967, -122.3851533)",,1740,MARCO POLO WAY,41,SAN MATEO,81
630016029,ORCUTT FAMILY HEALTH CENTER,COMTYC,"COMMUNITY CLINIC 	",Non-LTC,0,5075 SOUTH BRADLEY ROAD,SANTA MARIA,93455,"BROOKS, SHARI",DEBBY.GOODMAN003@DIGNITYHEALTH.ORG,(805) 332-8156,(805) 332-8155,520,SANTA BARBARA,5,VENTURA,Y,550003178,PACIFIC CENTRAL COAST HEALTH CENTERS,5-Aug-15,7-Feb-16,,NONPROFIT CORP,34.864173,-120.41889,"(34.864173, -120.41889)",,5075,SOUTH BRADLEY ROAD,42,SANTA BARBARA,83
630016036,"ST. FRANCIS HOSPICE CARE, INC",HOSPICE,"HOSPICE	",Non-LTC,0,10970 ARROW ROUTE,RANCHO CUCAMONGA,91730,"AIYETIWA, MARGARET",ADMIN@CNCHEALTHCARE.COM,(877)824-9622,(909) 989-7700,460,SAN BERNARDINO,24,SAN BERNARDINO,Y,550003299,"ST. FRANCIS HOSPICE CARE, INC",8-Oct-15,8-Oct-15,,PROFIT CORP,34.099144,-117.565615,"(34.099144, -117.565615)",,10970,ARROW ROUTE,36,SAN BERNARDINO,71
630016041,KAIROS HOME CARE LLC,HHA,"HOME HEALTH AGENCY		",Non-LTC,0,4510 PERALTA BOULEVARD,FREMONT,94536,"ROMERO, GINA RACHEL M",KHCLLC@KAIROSHOMECARE.NET,(510) 358-2278,(510) 358-2271,0,ALAMEDA,2,EAST BAY,Y,550003408,KAIROS HOME CARE LLC,16-Feb-16,16-Feb-16,,LIMITED LIABILITY COMPANY,37.551448,-122.011115,"(37.551448, -122.011115)",,4510,PERALTA BOULEVARD,1,ALAMEDA,1
630016050,FORTUNA COMMUNITY HEALTH CENTER,COMTYC,"COMMUNITY CLINIC 	",Non-LTC,0,3306 RENNER DRIVE,FORTUNA,95540,"PAGE, ANDREA",SWATKINS@OPENDOORHEALTH.COM,(707) 725-2978,(707) 725-6101,110,HUMBOLDT,11,SANTA ROSA/REDWOOD COAST,Y,550003262,OPEN DOOR COMMUNITY HEALTH CENTERS,27-Oct-15,27-Oct-15,,NONPROFIT CORP,40.582829,-124.135815,"(40.582829, -124.135815)",,3306,RENNER DRIVE,12,HUMBOLDT,23
630016056,WISE HEALTHCARE SERVICES INC.,HHA,"HOME HEALTH AGENCY		",Non-LTC,0,171 S. ANITA DRIVE,ORANGE,92868,"TAILAKH, AYMAN",AYMANTAILAKH@YAHOO.COM,(323) 343-4196,(714) 467-5444,400,ORANGE,6,ORANGE COUNTY,Y,550003321,WISE HEALTHCARE SERVICES INC.,31-Dec-15,31-Dec-15,,PROFIT CORP,33.78623,-117.881146,"(33.78623, -117.881146)",,171,S. ANITA DRIVE,30,ORANGE,59
630016057,VINEYARD HOME HEALTHCARE LLC,HHA,"HOME HEALTH AGENCY		",Non-LTC,0,9605 ARROW ROUTE,RANCHO CUCAMONGA,91730,"IMONI, RHODA",VINEYARDHH@YAHOO.COM,(909) 948-0300,(909) 987-0300,460,SAN BERNARDINO,24,SAN BERNARDINO,Y,550003420,VINEYARD HOME HEALTHCARE LLC,11-Feb-16,11-Feb-16,,LIMITED LIABILITY COMPANY,34.099287,-117.596113,"(34.099287, -117.596113)",,9605,ARROW ROUTE,36,SAN BERNARDINO,71
630016058,SURGERY CENTER LOS ALTOS,SURGC,"SURGICAL CLINIC 	",Non-LTC,0,715 ALTOS OAKS DRIVE,LOS ALTOS,94024,"STATES, MELODY",,,(650) 934-7010,530,SANTA CLARA,22,SAN FRANCISCO,Y,550003256,"PALO ALTO MEDICAL FOUNDATION FOR HEALTHCARE, RESEARCH AND EDUCATION",28-Aug-15,28-Feb-16,,NONPROFIT CORP,37.359268,-122.09525,"(37.359268, -122.09525)",,715,ALTOS OAKS DRIVE,43,SANTA CLARA,85
630016059,HEALTH TO HOPE CLINICS -MOBILE UNIT 2,COMTYC,"COMMUNITY CLINIC 	",Non-LTC,0,2880 HULEN PLACE,"RIVERSIDE, CA",92507,"WAGNER, ELIZABETH",BETH@HEALTHTOHOPE.COM,(951) 715-3349,(951) 595-4444,430,RIVERSIDE,25,RIVERSIDE,Y,550003280,URBAN COMMUNITY ACTION PROJECTS,9-Feb-16,9-Feb-16,,NONPROFIT CORP,33.986915,-117.3539,"(33.986915, -117.3539)",,2880,HULEN PLACE,33,RIVERSIDE,65
630016060,"ASIAN AMERICANS FOR COMMUNITY INVOLVEMENT OF SANTA CLARA COUNTY, INC.",COMTYC,"COMMUNITY CLINIC 	",Non-LTC,0,"749 STORY ROAD, SUITE 50",SAN JOSE,95122,,,,,530,SANTA CLARA,7,SAN JOSE,Y,,,,,,,37.328141,-121.8606,"(37.328141, -121.8606)",,749,"STORY ROAD, SUITE 50",43,SANTA CLARA,85
630016061,ORCUTT WALK-IN HEALTH CENTER,COMTYC,"COMMUNITY CLINIC 	",Non-LTC,0,1102 EAST CLARK AVENUE,SANTA MARIA,93455,"BROOKS, SHARI",DEBBY.GOODMAN003@DIGNITYHEALTH.ORG,(805) 332-8186,(805) 332-8185,520,SANTA BARBARA,5,VENTURA,Y,550003153,PACIFIC CENTRAL COAST HEALTH CENTERS,22-Jul-15,22-Jan-16,,NONPROFIT CORP,34.864268,-120.418715,"(34.864268, -120.418715)",,1102,EAST CLARK AVENUE,42,SANTA BARBARA,83
630016062,HEALTHRIGHT 360,COMTYC,"COMMUNITY CLINIC 	",Non-LTC,0,117 NORTH SAN MATEO DRIVE,SAN MATEO,94401,"CATHERINE VALDES, ANN",DWILLIAMS@HEALTHRIGHT360.ORG,(650)344-0012,(650) 227-3948,510,SAN MATEO,22,SAN FRANCISCO,Y,550003255,HEALTHRIGHT 360,9-Oct-15,9-Oct-15,,NONPROFIT CORP,37.568602,-122.328582,"(37.568602, -122.328582)",,117,NORTH SAN MATEO DRIVE,41,SAN MATEO,81
